smiles,logS
O=c1[nH]c2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2o1,-4.82
O=c1[nH]c2ccc(Nc3cc(OC4CCOCC4)c([N+](=O)[O-])cc3Cl)cc2[nH]1,-4.35198
O=c1[nH]c2ccc(Nc3cc(NCc4cccnc4)c([N+](=O)[O-])cc3Cl)cc2[nH]1,-6.25192
O=c1[nH]c2ccc(Nc3cc(NCCCO)c([N+](=O)[O-])cc3Cl)cc2[nH]1,-6.62301
O=c1[nH]c2ccc(Nc3cc(NC4CCOCC4)c([N+](=O)[O-])cc3Cl)cc2[nH]1,-5.82086
O=c1[nH]c2ccc(NS(=O)(=O)c3ccc(F)c(Cl)c3)cc2[nH]1,-4.66
O=c1[nH]c2ccc(NCc3ccc(F)cc3)cc2[nH]1,-3.86
O=c1[nH]c2ccc(NC(=S)Nc3ccc(F)cc3)cc2[nH]1,-3.82
O=c1[nH]c2ccc(Cl)cc2c(-c2ccccc2)c1[N+](=O)[O-],-6
O=c1[nH]c2cc3ccccc3cc2nc1C(F)(F)F,-4.96
O=c1[nH]c2cc(Cl)ccc2n1C1CC[NH2+]CC1,-2.66308
O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,-5.61935
O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,-5.57034
O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,-5.59086
O=c1[nH]c2cc(-c3cccc(Cl)c3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,-5.92866
O=c1[nH]c2c(cc1CNCc1cccc(C(F)(F)F)n1)c(C1CC1)nn2-c1ccccc1,-3.81531
O=c1[nH]c2c(cc1CNCc1cccc(C(F)(F)F)c1)c(C1CC1)nn2-c1ccccc1,-6
O=c1[nH]c2c(Br)cnc([N+](=O)[O-])c2[nH]1,-3.82
O=c1[nH]c(CN2CCCC2)c(Cl)c(=O)[nH]1,-1.54
O=c1[nH]c(CN2CCCC2)c(Br)c(=O)[nH]1,-1.78
O=c1[nH]c(CC2CCC(F)(F)CC2)cc(O)c1-c1ccccc1,-3.98297
O=c1[nH]c(=S)[nH]cc1S(=O)(=O)c1cccc(Cl)c1,-3.82
O=c1[nH]c(=S)[nH]c2scc(-c3ccc(Br)cc3)c12,-4.57
O=c1[nH]c(=S)[nH]c2nc(-c3cccs3)cc(C(F)(F)F)c12,-4.84
O=c1[nH]c(=S)[nH]c2c1CN(Cc1ccc(F)cc1)CC2,-4.01
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,-3.82
O=c1[nH]c(=O)n(Cc2ccccc2)cc1F,-2.65
O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2Cl)cc1F,-3.94
O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,-3.49
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,-3.82
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-2.2481
O=c1[nH]c(=O)c2nnc(NN=Cc3ccccc3F)nc2[nH]1,-4
O=c1[nH]c(=O)c2nnc(N/N=C/c3ccccc3F)nc2[nH]1,-4
O=c1[nH]c(/C=C\c2ccccc2F)nc(O)c1[N+](=O)[O-],-3.82
O=c1[nH]c(/C=C\c2cccc(F)c2)nc(O)c1[N+](=O)[O-],-3.82
O=c1[nH]c(/C=C\c2cccc(Cl)c2)nc(O)c1[N+](=O)[O-],-3.82
O=c1[nH]c(/C=C\c2cccc(C(F)(F)F)c2)nc(O)c1[N+](=O)[O-],-3.82
O=c1[nH]c(/C=C/c2ccccc2Cl)c([N+](=O)[O-])c(=O)[nH]1,-3.82
O=c1[nH]c(-c2nn(Cc3ccccc3F)c3ncccc23)ns1,-4.47361
O=c1[nH]c(-c2nn(Cc3ccccc3F)c3ncccc23)no1,-2.988
O=c1[nH]c(-c2ccc(O)cc2O)nc2ccc([127I])cc12,-7.59407
O=[n+]1cc(-c2ccc(Cl)cc2)n([O-])c2c1CCC2,-3.82
O=[n+]1[nH]c(-n2ccnc2)nc2ccc(Cl)cc21,-3.86
O=[N+]([O-])c1nn(-c2ccc(Cl)cc2)n(O)c1=NCc1ccncc1,-4.01
O=[N+]([O-])c1nn(-c2ccc(Cl)cc2)n(O)c1=NCc1ccccc1,-4.37
O=[N+]([O-])c1nn(-c2ccc(Cl)cc2)[n+]([O-])c1NCc1ccncc1,-4.01
O=[N+]([O-])c1nn(-c2ccc(Cl)cc2)[n+]([O-])c1NCc1ccccc1,-4.37
O=[N+]([O-])c1ncccc1OCc1ccccc1Br,-4.73
O=[N+]([O-])c1ncccc1OCc1ccc(Cl)c(Cl)c1,-5.87
O=[N+]([O-])c1ncc(Br)cc1Nc1ccccc1,-4.26
O=[N+]([O-])c1cnn2cc(Br)cnc12,-3.82
O=[N+]([O-])c1cnn(-c2nc(-c3cccs3)cc(C(F)(F)F)n2)c1,-5.75
O=[N+]([O-])c1cnn(-c2nc(-c3ccco3)cc(C(F)(F)F)n2)c1,-5.31
O=[N+]([O-])c1cnn(-c2nc(-c3ccccc3)cc(C(F)(F)F)n2)c1,-6.53
O=[N+]([O-])c1cnccc1Nc1ccc(Cl)cc1,-4.18
O=[N+]([O-])c1cnc(Nc2ccc(Cl)cn2)c([N+](=O)[O-])c1,-5.22
O=[N+]([O-])c1cn2c(n1)[S@+]([O-])C[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,-3.56723
O=[N+]([O-])c1cn2c(n1)[S+]([O-])CC(OCc1ccc(OC(F)(F)F)cc1)C2,-4.00148
O=[N+]([O-])c1cn2c(n1)S(=O)(=O)CC(OCc1ccc(OC(F)(F)F)cc1)C2,-4.60994
O=[N+]([O-])c1cn2c(n1)O[C@H](COc1ccc(OC(F)(F)F)cc1)C2,-5.45893
O=[N+]([O-])c1cn2c(n1)O[C@@H](COc1ccc(OC(F)(F)F)cc1)C2,-5.55584
O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(C(F)(F)F)cn1)C2,-3.47741
O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(OC(F)(F)F)cc1)C2,-4.30014
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ncc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,-5.39621
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccnc(-c3ccc(OC(F)(F)F)cc3)c1)C2,-5.90136
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1cccc(-c3ccc(OC(F)(F)F)cc3)n1)C2,-6.54646
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(C(F)(F)F)cn1)C2,-3.59973
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,-6.19428
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,-6.24543
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2,-6.10611
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1cc(-c3ccc(OC(F)(F)F)cc3)ncn1)C2,-5.68217
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1cc(-c3ccc(OC(F)(F)F)cc3)ccn1)C2,-6.5117
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1cc(-c3ccc(C(F)(F)F)nc3)ccn1)C2,-4.60992
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1nnn(-c3ccc(C(F)(F)F)cc3)n1)C2,-4.91519
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1nnc(-c3ccc(F)cc3)o1)C2,-3.52443
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ncc(-c3ccc(OC(F)F)cc3)cn1)C2,-4.73048
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ncc(-c3ccc(F)cc3)cn1)C2,-3.87079
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ncc(-c3ccc(C(F)(F)F)nc3)cn1)C2,-3.69623
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ncc(-c3ccc(C(F)(F)F)cc3)cn1)C2,-5.19326
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1csc(-c3ccc(OC(F)(F)F)cc3)n1)C2,-5.44167
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1csc(-c3ccc(C(F)(F)F)cc3)n1)C2,-5.18263
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnn(-c3ccc(C(F)(F)F)cc3)n1)C2,-5.61311
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnn(-c3ccc(C(F)(F)F)cc3)c1)C2,-4.92187
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cncc(-c3ccc(OC(F)F)cc3)c1)C2,-4.65776
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cncc(-c3ccc(OC(F)(F)F)cc3)c1)C2,-4.66211
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cncc(-c3ccc(C(F)(F)F)cc3)c1)C2,-5.17645
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(OC(F)F)cc3)nc1)C2,-5.58118
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(OC(F)F)cc3)cn1)C2,-4.9236
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(F)cc3)cn1)C2,-4.62037
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(C(F)(F)F)nc3)cn1)C2,-4.19428
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(C(F)(F)F)cc3)cn1)C2,-5.70035
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cn(-c3ccc(C(F)(F)F)cc3)nn1)C2,-4.95036
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccnc(-c3ccc(OC(F)F)cc3)c1)C2,-4.41743
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccnc(-c3ccc(OC(F)(F)F)cc3)c1)C2,-5.04877
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccnc(-c3ccc(F)cc3)c1)C2,-4.07724
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccnc(-c3ccc(C(F)(F)F)cc3)c1)C2,-5.17645
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccn(-c3ccc(C(F)(F)F)cc3)n1)C2,-4.87967
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccccc1-c1ccc(F)nc1)C2,-4.02453
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(OC(F)F)cn3)c1)C2,-4.79547
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(OC(F)F)cc3)n1)C2,-4.63927
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(F)nc3)c1)C2,-4.15363
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(F)cc3)c1)C2,-5.31217
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)nc3)c1)C2,-5.58222
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)cn3)c1)C2,-5.02155
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)cc3)n1)C2,-4.92464
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)cc3)c1)C2,-5.17543
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(C(F)(F)F)nc1)C2,-3.70436
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(C(F)(F)F)cn1)C2,-3.26271
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3cncc(F)c3)cn1)C2,-3.45581
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3cncc(F)c3)cc1)C2,-3.82824
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccncc3F)cn1)C2,-2.72466
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccncc3F)cc1)C2,-4.36448
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccnc(F)c3)cn1)C2,-3.94651
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3cccc(F)n3)cn1)C2,-3.95697
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3cccc(F)n3)cc1)C2,-4.93513
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)F)nc3)cc1)C2,-5.1164
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)F)cc3)nn1)C2,-5.50863
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)F)cc3)nc1)C2,-5.41743
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3F)nc1)C2,-5.31495
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3Cl)nc1)C2,-4.72835
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)c(Cl)c3)cn1)C2,-5.74341
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(F)nc3)nc1)C2,-3.86219
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(F)nc3)cn1)C2,-3.93629
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(F)cc3)nn1)C2,-4.65068
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(F)cc3)cn1)C2,-4.33815
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(Cl)c(OC(F)(F)F)c3)nc1)C2,-6.33041
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(Cl)c(OC(F)(F)F)c3)cn1)C2,-5.76974
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)nc3)s1)C2,-4.6804
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)nc3)nn1)C2,-4.54646
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)nc3)nc1)C2,-4.77953
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)nc3)cn1)C2,-4.54545
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cc3)s1)C2,-5.78369
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cc3)nn1)C2,-4.89223
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cc3)nc1)C2,-5.54443
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cc3)cn1)C2,-5.26188
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cc3)cc1)C2,-5.98912
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cc(-c3ccc(OC(F)F)cc3)ccn1)C2,-3.68705
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cc(-c3ccc(F)cc3)ccn1)C2,-4.36448
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cc(-c3ccc(C(F)(F)F)cc3)no1)C2,-5.91414
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cc(-c3ccc(C(F)(F)F)cc3)ccn1)C2,-3.99014
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCOc1ncc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,-4.34743
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCOc1ccc(OC(F)(F)F)cc1)C2,-3.8913
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCOc1ccc(C(F)(F)F)nc1)C2,-3.80976
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCOc1ccc(C(F)(F)F)cn1)C2,-3.94994
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCOc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,-5.77111
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCOc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2,-5.8353
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(OC(F)(F)F)cc1)C2,-4.54667
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(C(F)(F)F)nc1)C2,-3.34559
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2,-5.43552
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCC#Cc1ccc(OC(F)(F)F)cc1)C2,-6.65995
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCC#Cc1ccc(C(F)(F)F)nc1)C2,-4.39393
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCC#Cc1ccc(C(F)(F)F)cn1)C2,-4.15089
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1cccc(-c3ccc(OC(F)(F)F)cc3)c1)C2,-6.23081
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(OC(F)(F)F)cc1)C2,-5.69703
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(C(F)(F)F)nc1)C2,-4.52478
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(C(F)(F)F)cn1)C2,-4.64189
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,-6.96414
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2,-6.81707
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(OC(F)(F)F)cc1)C2,-5.40971
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(C(F)(F)F)nc1)C2,-3.91533
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(C(F)(F)F)cn1)C2,-4.10614
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2,-5.9651
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NS(=O)(=O)c1ccc(OC(F)(F)F)cc1)C2,-4.82566
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1Oc1ccccc1)C2,-5.17645
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1OCC1CC1)C2,-4.85366
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1OC1CC1)C2,-4.57596
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1O)C2,-4.17525
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1F)C2,-3.71816
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1Cl)C2,-4.11696
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)c(Oc3ccccc3)c1)C2,-5.35254
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)c(O)c1)C2,-3.825
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)c(F)c1)C2,-3.94203
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)c(Cl)c1)C2,-3.70759
O=[N+]([O-])c1cn2c(n1)OC[C@@H](NC(=S)Nc1ccc(OC(F)(F)F)cc1)C2,-4.52649
O=[N+]([O-])c1cn2c(n1)OC[C@@H](COc1ccc(OC(F)(F)F)cc1)C2,-4.27666
O=[N+]([O-])c1cn2c(n1)OCC(Oc1ccc(OC(F)(F)F)cc1)C2,-4.45893
O=[N+]([O-])c1cn2c(n1)OCC(COc1ccc(OC(F)(F)F)cc1)C2,-4.96434
O=[N+]([O-])c1cn2c(n1)OC(COc1ncc(-c3ccc(F)cc3)cn1)CC2,-5.31449
O=[N+]([O-])c1cn2c(n1)OC(COc1cnc(-c3ccc(F)cc3)nc1)CC2,-5.79891
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(OC(F)(F)F)cc1)CC2,-4.95335
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(OC(F)(F)F)cc1)C2,-5.57907
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)CC2,-6.5249
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)nc3)nc1)CC2,-4.97869
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)nc3)cn1)CC2,-5.63024
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)nc3)cc1)CC2,-6.0123
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)CC2,-6.82708
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)C2,-6.77977
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(C(F)(F)F)nc3)nc1)CC2,-6.14751
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(C(F)(F)F)nc3)cn1)CC2,-6.06833
O=[N+]([O-])c1cn2c(n1)OC(COCc1ccc(OC(F)(F)F)cc1)CC2,-4.8908
O=[N+]([O-])c1cn2c(n1)OC(COCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)CC2,-6.88919
O=[N+]([O-])c1ccn(-c2nc(-c3cccs3)cc(C(F)(F)F)n2)n1,-5.83
O=[N+]([O-])c1cccnc1Sc1n[nH]c(-c2ccc(Cl)cc2)n1,-5.27
O=[N+]([O-])c1cccnc1Sc1ccccc1Cl,-5.2
O=[N+]([O-])c1cccnc1Sc1ccc(Cl)cc1,-5.58
O=[N+]([O-])c1cccnc1Sc1ccc(Br)cc1,-5.26
O=[N+]([O-])c1cccnc1SCc1c(F)cccc1Cl,-6
O=[N+]([O-])c1cccnc1Oc1ccccc1F,-3.82
O=[N+]([O-])c1cccnc1Oc1ccc(F)cc1F,-3.95
O=[N+]([O-])c1cccnc1Oc1ccc(F)cc1,-3.87
O=[N+]([O-])c1cccnc1N1CCN(c2ccccc2F)CC1,-4.5
O=[N+]([O-])c1cccnc1N1CCN(c2ccc(F)cc2)CC1,-4.4
O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccn(Cc2c(F)cccc2Cl)n1,-3.97
O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,-4.86
O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCCC(C(F)(F)F)C1,-5.04
O=[N+]([O-])c1ccccc1NN=Cc1ccccc1F,-6.11
O=[N+]([O-])c1ccccc1NCc1ccccc1Cl,-5.94
O=[N+]([O-])c1ccccc1N/N=C\c1ccccc1F,-6.11
O=[N+]([O-])c1ccccc1C[NH+]1CC=C(c2ccc(F)cc2)CC1,-5.13
O=[N+]([O-])c1ccccc1COc1ccc(Cl)c2cccnc12,-6.02
O=[N+]([O-])c1ccccc1CN1CC=C(c2ccc(F)cc2)CC1,-5.13
O=[N+]([O-])c1ccccc1C=CC=Nn1c(S)nnc1-c1ccccc1F,-4.39
O=[N+]([O-])c1ccccc1/C=C/C=N/n1c(-c2ccccc2F)n[nH]c1=S,-4.39
O=[N+]([O-])c1ccccc1-c1ccc(Cl)cc1,-4.93721
O=[N+]([O-])c1cccc2c(Cl)ccnc12,-3.82
O=[N+]([O-])c1cccc(S(=O)(=O)N2CN(c3ccc(Br)cc3)c3nc4ccccc4nc32)c1,-5.51
O=[N+]([O-])c1cccc(NNS(=O)(=O)c2ccccc2F)c1,-4.24
O=[N+]([O-])c1cccc(NC2=NCC(CBr)S2)c1,-3.91
O=[N+]([O-])c1cccc(C[NH+]2CC=C(c3ccc(F)cc3)CC2)c1,-4.98
O=[N+]([O-])c1cccc(CN2CC=C(c3ccc(F)cc3)CC2)c1,-4.98
O=[N+]([O-])c1cccc(-c2nnnn2-c2cccc(F)c2)c1,-3.93
O=[N+]([O-])c1cccc(-c2nnc3cccc(Cl)n23)c1,-3.85
O=[N+]([O-])c1cccc(-c2nnc(-c3ccccc3F)o2)c1,-4.95
O=[N+]([O-])c1cccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,-4.25295
O=[N+]([O-])c1cccc(-c2ccc(-c3cnnc(N4CCC(c5cccc(Cl)c5)C4)n3)o2)c1,-4
O=[N+]([O-])c1ccc2oc(C(O)c3cccc(Cl)c3)cc2c1,-4.19
O=[N+]([O-])c1ccc2nonc2c1Nc1cccc(F)c1,-5.44
O=[N+]([O-])c1ccc2nc(NS(=O)(=O)c3ccc(F)cc3)sc2c1,-3.85
O=[N+]([O-])c1ccc2nc(Cl)nc(-c3ccccc3)c2c1,-4.77
O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(F)c2)c1,-5.03581
O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,-5.50789
O=[N+]([O-])c1ccc2c(c1)CCN2c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(Cl)c1,-5.09965
O=[N+]([O-])c1ccc2[nH]c(O)c(N=Nc3ccc(F)cc3)c2c1,-6.18
O=[N+]([O-])c1ccc(Sc2ccc(F)cc2)nc1,-5.55
O=[N+]([O-])c1ccc(SCc2c(F)cccc2Cl)nc1,-6
O=[N+]([O-])c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)nc1,-4.88
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nnc(C(F)(F)F)s2)cc1,-4.01
O=[N+]([O-])c1ccc(Oc2cccc3cccnc23)c(Cl)c1,-4.33
O=[N+]([O-])c1ccc(Oc2cccc(C(F)(F)F)c2)nc1,-4.91
O=[N+]([O-])c1ccc(Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)nc1,-6.1
O=[N+]([O-])c1ccc(Oc2ccc(-c3nnco3)cc2)c(Cl)c1,-5.66
O=[N+]([O-])c1ccc(OCc2cnc(Cl)s2)cc1,-4.68
