smiles,logS
O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,-5.69897
O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1,-5.52288
O=C(Nc1ccc(C2SCCS2)cc1)c1ccccc1,-5.33
O=C(Nc1ccc(C(=O)c2ccccc2)cc1)c1ccccc1,-5.7
O=C(Nc1ccc(C(=O)c2ccc(C(=O)[O-])c(C(=O)[O-])c2)cc1)c1ccccc1,-3.83
O=C(Nc1ccc(C(=O)c2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1ccccc1,-3.83
O=C(Nc1ccc(C(=O)[O-])cc1)Nc1cccc2ccccc12,-3.82
O=C(Nc1ccc(C(=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,-3.82
O=C(Nc1ccc(C(=O)[O-])cc1)C(=Cc1ccco1)NC(=O)c1ccco1,-3.82
O=C(Nc1ccc(C(=O)OC2CCCCC2)cc1)c1ccncc1,-5.06
O=C(Nc1ccc(C(=O)O)cc1)OCc1cn(-c2cc3nc(C(=O)O)c(O)nc3cc2[N+](=O)[O-])cn1,-2.00742
O=C(Nc1ccc(C(=O)O)cc1)Nc1cccc2ccccc12,-3.82
O=C(Nc1ccc(C(=O)O)cc1)Nc1ccc([N+](=O)[O-])cc1,-3.82
O=C(Nc1ccc(C(=O)O)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,-3.98775
O=C(Nc1ccc(C(=O)O)cc1)/C(=C\c1ccco1)NC(=O)c1ccco1,-3.82
O=C(Nc1ccc(C(=O)O)c(O)c1)NC12CC3CC(CC(C3)C1)C2,-0.220166
O=C(Nc1ccc(C(=O)NCCN2CCCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1,-5.79009
O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1,-4.41837
O=C(Nc1ccc(C(=O)N2CCNCC2)cc1)NC12CC3CC(CC(C3)C1)C2,-2.29038
O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)N1Cc2ccccc2C1,-5.30103
O=C(Nc1ccc(C(=O)N2CCCc3ccccc32)cc1)c1cccs1,-5.96
O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)c1cccs1,-3.95
O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1ccccc1[N+](=O)[O-],-3.85
O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,-4.32541
O=C(Nc1ccc(C(=O)N2CCC(N3CCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,-4.28234
O=C(Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)OCc3ccccc3)cc2)cc1)[C@@H]1CCCN1C(=O)OCc1ccccc1,-5.82787
O=C(Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)Cc3cccnc3)cc2)cc1)[C@@H]1CCCN1C(=O)Cc1cccnc1,-4.08377
O=C(Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)CC3CC3)cc2)cc1)[C@@H]1CCCN1C(=O)CC1CC1,-5.11144
O=C(Nc1ccc(-n2cnnn2)cc1)c1cn2ccccc2n1,-5.79
O=C(Nc1ccc(-n2cccc2)cc1)C1CC1,-4.55
O=C(Nc1ccc(-c2nnc(S)o2)cc1)c1ccccc1,-3.82
O=C(Nc1ccc(-c2nnc(-c3ccccc3)o2)cc1)c1ccccc1,-4.76311
O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)c1ccccc1[N+](=O)[O-],-5.27
O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1ccnnc1,-5.66605
O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1cccs1,-5.3688
O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)NN1CCCCC1,-3.67077
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3nnn(C4CC4)c3n2)cc1)Nc1cccnc1,-5.66039
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-5.69897
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-4.73049
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-5.69897
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,-5.69897
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1)Nc1cccc(CO)c1,-4.66154
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-5.38722
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-5.25181
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-5.39794
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,-5.69897
O=C(Nc1ccc(-c2nc(-c3ccccc3)no2)cc1)c1ccccc1,-4.74647
O=C(Nc1ccc(-c2n[nH]c(=S)o2)cc1)c1ccccc1,-3.82
O=C(Nc1ccc(-c2csnn2)cc1)C1CC1,-5.19
O=C(Nc1ccc(-c2cnco2)cc1)c1ccccc1,-5.94
O=C(Nc1ccc(-c2cn3c(n2)SCC3)cc1)c1ccco1,-4.11
O=C(Nc1ccc(-c2ccccc2)cc1)c1ccco1,-4.07
O=C(Nc1ccc(-c2ccccc2)cc1)c1ccccc1,-5.44
O=C(Nc1ccc(-c2ccccc2)cc1)Nc1ccc(-c2ccnc3[nH]cnc23)cc1,-5.69897
O=C(Nc1ccc(-c2ccc3nncn3n2)cc1)C1CCCCC1,-4.46
O=C(Nc1ccc(-c2ccc3nncn3n2)cc1)C1CCCC1,-4.38
O=C(Nc1ccc(-c2ccc(C(=O)Nc3cccc4cccc(S(=O)(=O)O)c34)cc2)cc1)c1ccc([N+](=O)[O-])cc1,-5.1549
O=C(Nc1ccc(-c2ccc(C(=O)Nc3ccc(C(=O)O)c4ccccc34)cc2)cc1)c1ccc([N+](=O)[O-])cc1,-4.76955
O=C(Nc1ccc(-c2cc[nH]n2)cc1)c1ccccc1,-4.34127
O=C(Nc1cc[nH+]cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-3.83
O=C(Nc1cc[nH+]cc1)c1cccc2ccccc12,-3.83
O=C(Nc1cc[nH+]cc1)c1ccc2ncsc2c1,-3.86
O=C(Nc1cc[nH+]cc1)c1ccc2ccccc2c1,-4.18
O=C(Nc1cc[nH+]cc1)c1ccc(N2CCCC2=O)cc1,-3.83
O=C(Nc1cc[nH+]cc1)c1cc2ccccc2cc1O,-4.68
O=C(Nc1cc[nH+]cc1)OCc1ccccc1,-3.83
O=C(Nc1cc[nH+]cc1)Nc1cc[nH+]cc1,-3.83
O=C(Nc1cc[nH+]cc1)C1CC(=O)N(Cc2ccccc2)C1,-3.83
O=C(Nc1cc2c3cc(NC(=O)c4ccccc4)c4c(=O)c5ccccc5c(=O)c4c3[nH]c2c2c(=O)c3ccccc3c(=O)c12)c1ccccc1,-4.52222
O=C(Nc1cc2c3c(c1)CC(=O)N3CCC2)c1ccco1,-3.85
O=C(Nc1cc2c3c(c1)CC(=O)N3CCC2)C1CCCCC1,-3.82
O=C(Nc1cc2c3c(c1)CC(=O)N3CCC2)C1CC1,-3.82
O=C(Nc1cc2c(cc1[N+](=O)[O-])OCCO2)c1cccnc1,-4.77
O=C(Nc1cc([N+](=O)[O-])ccc1O)c1cccc([N+](=O)[O-])c1,-3.91
O=C(Nc1cc([N+](=O)[O-])ccc1O)NC1CCS(=O)(=O)C1,-3.82
O=C(Nc1cc([N+](=O)[O-])ccc1N1CCCCC1)c1ccco1,-6.2
O=C(Nc1cc([N+](=O)[O-])ccc1N1CCCC1)c1cccs1,-4.89
O=C(Nc1cc([N+](=O)[O-])ccc1N1CCCC1)c1ccco1,-3.87
O=C(Nc1cc([N+](=O)[O-])ccc1N1CCCC1)c1ccccc1,-5.32
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1O)c1ccc(S(=O)(=O)N2CCCCC2)cc1,-5.03
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1)c1ccccc1[N+](=O)[O-],-3.82
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1)c1ccc([N+](=O)[O-])s1,-4.9
O=C(Nc1cc(O)nc2ncnn12)c1ccco1,-3.91
O=C(Nc1cc(Cc2ccccc2)no1)c1ccc2cc3n(c2c1)CCCNC3=O,-6.60254
O=C(Nc1cc(C2CCCC2)no1)[C@@H]1CCCCN1C(=O)N1CCS(=O)(=O)CC1,-3.88754
O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,-3.95861
O=C(Nc1cc(C2CC2)no1)c1ccc2cc3n(c2c1)CCCNC3=O,-4.22232
O=C(Nc1cc(=O)nc2nc[nH]n12)c1ccco1,-3.91
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)c1ccco1,-5.39794
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)c1cccnc1,-4.76955
O=C(Nc1cc(-c2ccccc2)no1)c1ccc2cc3n(c2c1)CCCNC3=O,-6.58705
O=C(Nc1cc(-c2ccccc2)cs1)c1ccco1,-4.76
O=C(Nc1cc(-c2ccccc2)[nH]n1)c1ccccc1,-5.04
O=C(Nc1c[nH]c(=O)[nH]c1=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-4.28
O=C(Nc1c(O)nc2ccccc2c1O)c1ccco1,-3.82
O=C(Nc1c(O)c2ccccc2[nH]c1=O)c1ccco1,-3.82
O=C(Nc1c(O)[nH]c2ccccc2c1=O)c1ccco1,-3.82
O=C(Nc1c(-c2ccccc2)nc2ccccn12)c1ccccc1,-3.91
O=C(N[N-]C(=S)Nc1ccccc1)c1cccnc1,-3.83
O=C(N[N-]C(=S)Nc1ccccc1)c1ccc2ncccc2c1,-3.83
O=C(N[N-]C(=S)Nc1ccccc1)C1CCCCC1,-3.91
O=C(N[N-]C(=S)NCc1ccco1)C(c1ccccc1)c1ccccc1,-5.52
O=C(N[N-]C(=S)NCc1ccccc1)c1cccnc1,-3.95
O=C(N[N-]C(=S)NCCC[NH+]1CCOCC1)c1ccncc1,-3.82
O=C(N[N-]C(=S)NC1CC2C=CC1C2)c1ccncc1,-3.98
O=C(N[N-]C(=S)NC1CC2C=CC1C2)c1cccnc1,-3.82
O=C(N[N-]C(=S)NC(=O)c1cccs1)c1cccnc1,-3.82
O=C(N[N-]C(=S)NC(=O)c1cccs1)c1ccc(O)cc1,-3.88
O=C(N[N-]C(=S)NC(=O)c1ccccc1)c1cccnc1,-3.82
O=C(N[N-]C(=S)NC(=O)c1ccccc1)c1ccc(O)cc1,-4.6
O=C(N[C@H]1c2ccccc2OCC/C=C/COc2cccc3c2[C@H](OC(=O)c2ccccc2)[C@@H]2C[C@@H](CN2C3)OC(=O)[C@@H]1O)c1ccccc1,-4.22185
O=C(N[C@H]1c2ccccc2OC/C=C/COc2cccc3c2[C@H](OC(=O)c2ccccc2)[C@@H]2C[C@@H](CN2C3)OC(=O)[C@@H]1O)c1ccccc1,-4.22185
O=C(N[C@H]1c2ccccc2C/C=C/COc2cccc3c2[C@H](OC(=O)c2ccccc2)[C@@H]2C[C@@H](CN2C3)OC(=O)[C@@H]1O)c1ccccc1,-4.22185
O=C(N[C@H]1c2ccccc2C/C=C/COc2cccc3c2[C@@H](OC(=O)c2ccccc2)[C@@H]2C[C@@H](CN2C3)OC(=O)[C@@H]1O)c1ccccc1,-4.22185
O=C(N[C@H]1C[C@@H]1c1ccccc1)c1ccc2nonc2c1,-5.44607
O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC(Oc2ccc(-c3nn[nH]n3)cc2)CC1,-3.4308
O=C(N[C@H]1C[C@@H]1NC(=O)OCc1ccccc1)OCc1ccccc1,-4.95
O=C(N[C@H]1CNC1=O)OCc1ccc(C2CCCCC2)cc1,-4.29243
O=C(N[C@H]1CNC1=O)OCCCCC1CCCCC1,-3.84164
O=C(N[C@H]1CC[C@H](c2ccc(O)cc2)CC1)C1Cc2ccccc2CN1,-4.28937
O=C(N[C@H]1CCCNC1)c1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,-4.22915
O=C(N[C@H]1CC1c1ccccc1)c1ccc([N+](=O)[O-])cc1,-5.25
O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1OCc1ccccc1)Cc1ccccc1)c1ccccc1,-4.36698
O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O)Cc1ccccc1)c1ccccc1,-4.45905
O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1,-4.75772
O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)Cc1ccccc1)c1ccccc1,-2.51748
O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1)Cc1ccccc1)c1ccccc1,-3.14945
O=C(N[C@H](COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1OCc1ccccc1)Cc1ccccc1)c1ccccc1,-4.15796
O=C(N[C@H](COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1O)Cc1ccccc1)c1ccccc1,-3.82937
O=C(N[C@H](COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1,-5.19816
O=C(N[C@H](COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)Cc1ccccc1)c1ccccc1,-2.41793
O=C(N[C@H](COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1)Cc1ccccc1)c1ccccc1,-3.23772
O=C(N[C@H](CO)C(=O)NO)c1ccc(C#Cc2ccccc2)cc1,-4.4437
O=C(N[C@H](C/C=C/c1ccccc1)C(=O)O)c1ccc2ccccc2c1,-3.45967
O=C(N[C@H](C(=O)O)c1ccccc1)C1CCC(Cn2nnc3ccccc3c2=O)CC1,-4.15
O=C(N[C@H](C(=O)O)C1CCCCC1)OCc1ccccc1,-3.28543
O=C(N[C@H](C(=O)NO)c1ccccc1)c1ccc(C#Cc2ccccc2)cc1,-5.30103
O=C(N[C@@H]1C[C@H]2CC[C@@H]1C2)c1ccco1,-3.84
O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1cc2ccoc2cn1,-0.433482
O=C(N[C@@H]1CCC[C@H](c2nc3ccccc3[nH]2)C1)c1ccc2c(c1)OCCO2,-4.00865
O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)c1ccco1,-4.03
O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1cccs1,-3.82
O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,-2.78033
O=C(N[C@@H](CO)c1ccccc1)[C@H]1CCCC[C@@H]1c1ccccc1,-3.34199
O=C(N[C@@H](CO)C(=O)NO)c1ccc(C#Cc2ccccc2)cc1,-4.55284
O=C(N[C@@H](C(=O)NO)c1ccccc1)c1ccc(C#Cc2ccccc2)cc1,-6
O=C(NS(=O)(=O)c1ccccc1[N+](=O)[O-])c1ccccc1,-3.82
O=C(NS(=O)(=O)Nc1ccccn1)c1c[nH]c2ccccc12,-3.82
O=C(NOCc1ccccc1)c1ccc([N+](=O)[O-])cc1,-3.82
O=C(NOCc1ccccc1)c1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,-4.30103
O=C(NOCc1ccccc1)c1ccc(CSc2ccc([N+](=O)[O-])c3nonc23)cc1,-4.30103
O=C(NOC1CCCCO1)c1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,-4
O=C(NO)c1sc2ccccc2c1S(=O)(=O)c1ccccc1,-2.47547
O=C(NO)c1cnc(N2CCN(Cc3ccc4ccccc4c3)CC2)nc1,-3.56041
O=C(NO)c1ccccc1N=Cc1ccccn1,-3.21
O=C(NO)c1ccc2c(c1)C[C@H](Nc1nccc(-c3cccnc3)n1)CC2,-3.78714
O=C(NO)c1ccc2c(c1)CN(Cc1ccc(-c3cccc([N+](=O)[O-])c3)o1)CC2,-4.81668
O=C(NO)c1ccc2c(c1)CCN(C(=O)c1ccc(-c3ccccc3)cc1)CC2,-3.69897
O=C(NO)c1ccc2c(c1)CCN(C(=O)C1CCCCCC1)CC2,-3.69897
O=C(NO)c1ccc2c(c1)CCN(C(=O)C1CCCCCC1)C2,-3.69897
O=C(NO)c1ccc2c(c1)CCN(C(=O)C1CCCCC1)C2,-3.69897
O=C(NO)c1ccc2c(c1)CCCN(C(=O)c1ccc(-c3ccccc3)cc1)C2,-3.69897
O=C(NO)c1ccc2c(c1)CCCN(C(=O)C1CCCCCC1)C2,-3.69897
O=C(NO)c1ccc2c(c1)CC(Nc1ncccn1)CC2,-3.8856
O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3cccnc3)n1)CN2,-3.23696
O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3cccnc3)n1)CC2,-3.73845
O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3ccccc3)n1)CC2,-4.47762
O=C(NO)c1ccc2c(c1)CC(Nc1ccccn1)CC2,-3.09819
O=C(NO)c1ccc([N+](=O)[O-])cc1,-1.94
O=C(NO)c1ccc(Sc2ccc([N+](=O)[O-])c3nonc23)cc1,-3
O=C(NO)c1ccc(OC2CCN(c3ccccc3)C2=O)cc1,-3.18711
O=C(NO)c1ccc(NC2CCN(c3ccccc3)C2=O)cc1,-3.97472
O=C(NO)c1ccc(NC2CCN(c3ccc4ccccc4c3)C2=O)cc1,-5.55799
O=C(NO)c1ccc(NC2CCN(Cc3ccccc3)C2=O)cc1,-2.92691
O=C(NO)c1ccc(NC2CCN(CCc3ccccc3)C2=O)cc1,-3.73136
O=C(NO)c1ccc(NC2CC(=O)N(c3ccccc3)C2)cc1,-2.94917
O=C(NO)c1ccc(CNC(=O)C2CCCCC2)cc1,-3.69897
O=C(NO)c1cc2ccc(NCc3ccccc3)cc2s1,-4.87269
O=C(NO)c1cc2ccc(NCCc3ccccc3)cc2s1,-4.89264
O=C(NO)c1cc2cc(NCc3ccccc3)ccc2s1,-4.87269
O=C(NO)c1cc2cc(NCCc3ccccc3)ccc2s1,-4.89264
O=C(NO)c1cc2c(s1)CN(C(=O)C1CCCCC1)CC2,-3.69897
O=C(NO)c1cc2c(s1)CCN(C(=O)C1CCCCC1)C2,-3.69897
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,-3.85387
O=C(NNc1ncnc2c1cnn2-c1ccccc1)c1cccs1,-4.91
O=C(NNc1nc(-c2ccccc2)cs1)c1cccs1,-4.79
O=C(NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccco1,-3.92
O=C(NNc1ccc([N+](=O)[O-])cc1)c1ccco1,-3.91
O=C(NNc1ccc([N+](=O)[O-])cc1)Nc1ccccc1,-4.26
O=C(NNc1c2ccccc2nc2ccccc12)C12CC3CC(CC(C3)C1)C2,-6.09
O=C(NNc1c2ccccc2[nH+]c2ccccc12)C12CC3CC(CC(C3)C1)C2,-6.09
O=C(NNS(=O)(=O)c1ccccc1[N+](=O)[O-])c1cccnc1,-4.05
O=C(NNS(=O)(=O)c1ccccc1)c1csc(-c2cccnc2)n1,-4.08
O=C(NNS(=O)(=O)c1ccccc1)c1cccnc1,-3.99
O=C(NNS(=O)(=O)c1ccccc1)c1ccccc1-n1cccc1,-4.1
O=C(NNS(=O)(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,-4.94
O=C(NNS(=O)(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,-4.17
O=C(NNS(=O)(=O)c1ccccc1)C1CCCCC1,-4.14
O=C(NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccncc1,-4.09
O=C(NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2c1O,-4.11
O=C(NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C1CCCCC1,-4.07
O=C(NNS(=O)(=O)Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,-4.58
O=C(NNC1OC(CO)C(O)C(O)C1O)c1cccnc1,-3.92
O=C(NNC1CC(=O)N(c2ccccc2)C1=O)c1cccnc1,-3.82
O=C(NNC1=[NH+]c2ccccc2SC1)c1cccc([N+](=O)[O-])c1,-5.07
O=C(NNC1=[NH+]CCC1)C1CC1,-3.86
O=C(NNC1=[NH+]C2(CCCC2)Cc2ccccc21)c1cccnc1,-4.2
O=C(NNC1=Nc2ccccc2SC1)c1cccc([N+](=O)[O-])c1,-5.07
O=C(NNC1=NS(=O)(=O)c2ccccc21)c1ccccc1,-3.82
O=C(NNC1=NS(=O)(=O)c2ccccc21)c1cccc([N+](=O)[O-])c1,-3.91
O=C(NNC1=NCCC1)C1CC1,-3.86
O=C(NNC1=NC2(CCCC2)Cc2ccccc21)c1cccnc1,-4.2
O=C(NNC1=NC(=O)C(CO)(CO)S1)c1ccccc1,-3.96
O=C(NNC(=S)Nc1ccccc1)c1cccnc1,-3.83
O=C(NNC(=S)Nc1ccccc1)c1ccc2ncccc2c1,-3.83
O=C(NNC(=S)Nc1ccccc1)c1ccc(O)cc1,-3.94
O=C(NNC(=S)Nc1ccccc1)C1CCCCC1,-3.91
O=C(NNC(=S)NCc1ccco1)C(c1ccccc1)c1ccccc1,-5.52
O=C(NNC(=S)NCc1ccccc1)c1cccnc1,-3.95
O=C(NNC(=S)NCc1ccccc1)c1cccc([N+](=O)[O-])c1,-4.08
O=C(NNC(=S)NCCCN1CCOCC1)c1ccncc1,-3.82
O=C(NNC(=S)NC1CCCCC1)c1ccccc1O,-3.93
O=C(NNC(=S)NC1CC2C=CC1C2)c1ccncc1,-3.98
O=C(NNC(=S)NC1CC2C=CC1C2)c1cccnc1,-3.82
O=C(NNC(=S)NC(=O)c1cccs1)c1cccnc1,-3.82
O=C(NNC(=S)NC(=O)c1cccs1)c1ccc(O)cc1,-3.88
O=C(NNC(=S)NC(=O)c1ccccc1)c1cccnc1,-3.82
O=C(NNC(=S)NC(=O)c1ccccc1)c1ccc(O)cc1,-4.6
O=C(NNC(=O)c1sccc1-n1cccc1)c1cccs1,-3.86
O=C(NNC(=O)c1sccc1-n1cccc1)Nc1ccccc1,-4.93
O=C(NNC(=O)c1oc2ccccc2c1-n1cccc1)c1ccco1,-3.93
O=C(NNC(=O)c1n[nH]c2ccccc12)c1ccccc1,-4.47
O=C(NNC(=O)c1ccncc1)Nc1ccccc1,-3.96
O=C(NNC(=O)c1ccncc1)Nc1cccc([N+](=O)[O-])c1,-3.82
O=C(NNC(=O)c1ccncc1)NC1CCCCC1,-3.99
O=C(NNC(=O)c1cccs1)c1ccncc1,-3.87
O=C(NNC(=O)c1cccs1)c1ccco1,-4.01
O=C(NNC(=O)c1cccs1)c1cccnc1,-3.87
O=C(NNC(=O)c1cccs1)c1ccccc1,-3.93
O=C(NNC(=O)c1cccs1)c1ccc([N+](=O)[O-])cc1,-4.85
O=C(NNC(=O)c1ccco1)c1csc(N2CCOCC2)n1,-3.82
O=C(NNC(=O)c1ccco1)Nc1ccccc1,-3.93
O=C(NNC(=O)c1cccnc1)c1ccncc1,-3.93
O=C(NNC(=O)c1cccnc1)NC1CCCCC1,-3.82
O=C(NNC(=O)c1ccccc1[N+](=O)[O-])c1csc(N2CCOCC2)n1,-3.94
O=C(NNC(=O)c1ccccc1[N+](=O)[O-])c1cccs1,-3.93
O=C(NNC(=O)c1ccccc1[N+](=O)[O-])c1ccccn1,-3.89
O=C(NNC(=O)c1ccccc1[N+](=O)[O-])c1ccccc1[N+](=O)[O-],-4.48
O=C(NNC(=O)c1ccccc1O)c1cc2ccccc2o1,-4.29
O=C(NNC(=O)c1ccccc1C(=O)[O-])c1cccs1,-4.06
O=C(NNC(=O)c1ccccc1C(=O)[O-])c1cc2ccccc2o1,-3.82
O=C(NNC(=O)c1ccccc1C(=O)O)c1cccs1,-4.06
O=C(NNC(=O)c1ccccc1C(=O)O)c1cc2ccccc2o1,-3.82
O=C(NNC(=O)c1cccc2ccccc12)c1ccccc1O,-4.39
O=C(NNC(=O)c1cccc([N+](=O)[O-])c1)c1ccncc1,-3.93
O=C(NNC(=O)c1cccc(S(=O)(=O)N2CCCCC2)c1)c1ccccc1,-3.89
O=C(NNC(=O)c1cccc(O)c1)Nc1ccc([N+](=O)[O-])cc1,-5.24
O=C(NNC(=O)c1cccc(-n2cnnn2)c1)c1ccccc1,-4.36
O=C(NNC(=O)c1cccc(-n2cccc2)c1)c1ccccc1,-4.79
O=C(NNC(=O)c1ccc2nc[nH]c2c1)c1ccccc1,-3.82
O=C(NNC(=O)c1ccc2ccccc2n1)c1ccc(O)cc1,-3.89
O=C(NNC(=O)c1ccc2ccccc2c1O)c1cccs1,-3.83
O=C(NNC(=O)c1ccc2ccccc2c1O)NC1CCCCC1,-4.5
O=C(NNC(=O)c1ccc2[nH]cnc2c1)c1ccccc1,-3.82
O=C(NNC(=O)c1ccc([N+](=O)[O-])cc1C(=O)[O-])c1ccncc1,-3.84
O=C(NNC(=O)c1ccc([N+](=O)[O-])cc1C(=O)O)c1ccncc1,-3.84
O=C(NNC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(NS(=O)(=O)c2cccs2)cc1,-3.82
O=C(NNC(=O)c1ccc([N+](=O)[O-])cc1)NC1CCCCC1,-4.41
O=C(NNC(=O)c1ccc(O)cc1O)c1ccc(-c2ccccc2)cc1,-5.43
O=C(NNC(=O)c1ccc(Cn2cccn2)o1)NC12CC3CC(CC(C3)C1)C2,-3.87
O=C(NNC(=O)c1cc2ccccc2oc1=O)c1ccccc1,-5.09
O=C(NNC(=O)c1cc2ccccc2o1)c1ccncc1,-3.92
O=C(NNC(=O)c1cc2ccccc2cc1O)c1cccs1,-5.17
O=C(NNC(=O)c1cc2ccccc2cc1O)NC1CCCCC1,-5.37
O=C(NNC(=O)c1[nH]nc2ccccc12)c1ccccc1,-4.47
O=C(NNC(=O)NC1CCCCC1)NC1CCCCC1,-3.95
O=C(NNC(=O)C1[C@H]2CCCC[C@@H]12)c1ccc(=O)oc1,-4.05
O=C(NNC(=O)C1[C@H]2CCCC[C@@H]12)Nc1cccc2ccccc12,-4.97
O=C(NNC(=O)C1CCN(c2ncccn2)CC1)c1ccncc1,-3.82
O=C(NNC(=O)C1CCN(c2ncccn2)CC1)c1ccccc1,-3.83
